title,type,year,rated,released,genre,director,writer,language,country,imdb_id,imdb_rating,imdb_votes,production,website,poster
A Fall from Grace,movie,2020,TV-MA,17 Jan 2020,Thriller,Tyler Perry,Tyler Perry,English,United States,tt11390036,5.8,"15,101",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDM2YjliZDUtZWUzYi00ZDY4LWJlMTEtZGZiZDViZjJiMTllXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg
Ares,series,2020,TV-MA,17 Jan 2020,"Drama, Horror, Mystery",N/A,"Pieter Kuijpers, Iris Otten, Sander van Meurs",Dutch,Netherlands,tt8404520,5.7,"4,321",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjJmMGE5OTktMTkzYy00YmUwLWE5ZTItY2M5ZGNiNWMyYWNlXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
Handsome Siblings,movie,1992,N/A,12 Nov 1992,Action,Eric Tsang,N/A,Cantonese,Hong Kong,tt0104572,5.8,401,N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2U4NTdiYjMtNjAyNS00YWQ5LTg3YTItYTVlYjBmYjEwZDdiXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg
NiNoKuni,movie,2019,TV-14,23 Aug 2019,"Animation, Action, Adventure",Yoshiyuki Momose,Akihiro Hino,"Japanese, English",Japan,tt9760504,6.1,"3,288",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDM3Y2YzZWUtMGQ2Yy00NDQ0LThmMjEtMWE3Mjc4YzcwODZhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Eye for an Eye,movie,2019,TV-MA,30 Aug 2019,"Drama, Thriller",Paco Plaza,"Juan Galiñanes, Jorge Guerricaechevarría",Spanish,"Spain, France, United States",tt7967412,6.6,"7,485",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzQ0MWM5NmEtY2MxNC00ZTcyLWFkODktNDBhODIwOGIxZjM2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
Killer Inside: The Mind of Aaron Hernandez,series,2020,TV-MA,15 Jan 2020,"Documentary, Crime, Sport",N/A,N/A,English,United States,tt11475228,7.4,"16,603",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjE2N2U0NjUtZTViYy00NWJmLWIwNzYtNTYxMWQ5ZTZjNjZiXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg
Leslie Jones: Time Machine,movie,2020,N/A,14 Jan 2020,Comedy,"David Benioff, D.B. Weiss",N/A,N/A,United States,tt10795784,5.3,885,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzg5MmViZDctOTcwZC00YmQwLWI2ZDEtZmVhMDdiOTUxNDdkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Saving Zoë,movie,2019,R,12 Dec 2019,"Crime, Drama, Mystery",Jeffrey G. Hunt,"Brian J. Adams, LeeAnne H. Adams, Alyson Noel",English,United States,tt7319822,5.3,"2,010",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWUzYzJjYWItNzUxOC00MzI3LWIxMjQtMGVlZWM4MmI3YTZhXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_SX300.jpg
Bulbul Can Sing,movie,2018,N/A,20 Sep 2019,Drama,Rima Das,Rima Das,Assamese,India,tt8659050,7.0,381,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDFlNDU0MDktN2JkNS00NTIzLWE1NWMtZjdiY2FjYzc5MDc5XkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_SX300.jpg
Kipo and the Age of Wonderbeasts,series,2020,TV-Y7,14 Jan 2020,"Animation, Action, Adventure",N/A,"Bill Wolkoff, Radford Sechrist",English,United States,tt10482560,8.3,"5,253",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDczZDIxZjEtNDJiZS00NmQwLWJjMGEtN2UwNDY0ODdjODNiXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg
The Healing Powers of Dude,series,2020,TV-G,13 Jan 2020,"Action, Adventure, Comedy",N/A,"Sam Littenberg-Weisberg, Erica Spates",N/A,United States,tt10540562,6.5,880,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGU0NTdmMGYtNTcyZi00NGE1LWI0MWYtOGEwZmQwNjA4YWRlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Dorohedoro,series,2020,TV-MA,28 May 2020,"Animation, Action, Comedy",N/A,N/A,Japanese,Japan,tt11147852,8.1,"7,846",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzgxOTkxYWYtODEzMS00ODhiLWIxMTYtMDQwNmIyNmIwNTJiXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg
Medical Police,series,2020,TV-MA,10 Jan 2020,Comedy,N/A,"Rob Corddry, Krister Johnson, Jonathan Stern",English,United States,tt9850952,6.0,"4,116",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjNiNjg3YmEtODU5YS00YWRlLWJkZTUtMTYzN2ZmNjFlNGYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
Giri/Haji,series,2019,TV-MA,10 Jan 2020,"Crime, Drama, Mystery",N/A,N/A,"English, Japanese",United Kingdom,tt8001106,7.8,"13,761",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTgxODE5YjMtMjE2OC00YTU5LWFmNTgtZTc5ZjRkNGM4ZGJmXkEyXkFqcGdeQXVyNjQ0MDQxOTM@._V1_SX300.jpg
Until Dawn,series,2020–,N/A,10 Jan 2020,"Comedy, Reality-TV",N/A,N/A,French,France,tt11434862,2.5,148,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzI2MzRkZDEtMDJjOC00MzQ5LTkyMjEtNGJhMDE2ZmM3NWUyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Jamtara: Sabka Number Ayega,series,2020–,N/A,10 Jan 2020,Crime,N/A,N/A,Hindi,India,tt11150912,7.2,"6,179",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNWM1OGE2MmItZWUzZi00OGY5LThhMmQtZmJjZmJlYmQ5NTkwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
AJ and the Queen,series,2020,TV-14,10 Jan 2020,"Adventure, Comedy, Drama",N/A,"Michael Patrick King, RuPaul",English,United States,tt8404094,7.5,"7,923",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjIyMjRmZWUtZTYwYS00ZjNjLTgwMDktZTEwMTBjOGYxMmUzXkEyXkFqcGdeQXVyNTQ1NTExNzM@._V1_SX300.jpg
Drifting Dragons,series,2020–,N/A,09 Jan 2020,"Animation, Adventure, Fantasy",N/A,N/A,Japanese,Japan,tt11418344,6.0,570,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTA2YTk4OWMtZDg4Mi00N2Q5LWI2ZjMtMzcxZmE3OWZlNzdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Cheer,series,2020–2022,TV-MA,08 Jan 2020,"Documentary, Sport",N/A,N/A,English,United States,tt11426660,8.1,"6,131",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzVjMmUyNDYtYzRhNy00YTNjLWJhZjEtODllNWQyYmUyOWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
"Live Twice, Love Once",movie,2019,TV-MA,06 Sep 2019,"Comedy, Drama",Maria Ripoll,María Mínguez,"Spanish, Catalan",Spain,tt9063902,7.2,"6,431",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzhiZDIwMDQtMWQzNy00ZWNmLWI0ZWMtODdkNWIyYjk2MjU0XkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
The Beauty and the Beasts,series,2018–,N/A,12 Jun 2018,"Action, Adventure, Crime",N/A,Juan Camilo Ferrand,Spanish,Mexico,tt8482122,7.4,106,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTMwZjJmYzMtYWZiNy00NzkwLTkyYjEtM2RiMTNhMzkzMzM5XkEyXkFqcGdeQXVyMjY3NjE4Mw@@._V1_SX300.jpg
Go! Go! Cory Carson,series,2020–,TV-Y,04 Jan 2020,"Animation, Short, Adventure",N/A,N/A,N/A,United States,tt8115702,8.0,239,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDc4YjlkNjUtMWE3NS00MzZhLTllNWEtODVlOTc2NTdkNGI4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Dracula,series,2020,TV-14,04 Jan 2020,"Action, Drama, Fantasy",N/A,"Mark Gatiss, Steven Moffat",English,United Kingdom,tt9139220,6.8,"46,417",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTBmNzM4ZGMtMTE3OC00Mjc4LWE3OGEtYzA3ZmQ1MGJkNjMyXkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_SX300.jpg
Long Shot,movie,2019,R,03 May 2019,"Comedy, Romance",Jonathan Levine,"Dan Sterling, Liz Hannah","English, Swedish, French, Vietnamese, Russian, Hebrew","United States, Canada, Colombia",tt2139881,6.8,"108,158",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmE4Mzk0OWQtMDI1OS00NDU3LWI2M2YtNzc1MGMxZGI3ZTE1XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg
All the Freckles in the World,movie,2019,TV-14,27 Sep 2019,"Comedy, Romance, Sport",Yibran Asuad,"Yibran Asuad, Javier Peñalosa, Gibrán Portela",Spanish,Mexico,tt9809140,5.2,"1,262",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGUxOTliMGUtNWI5NS00MzY0LWFiMDMtNjQ5MzhmOWEyYjFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
"Sex, Explained",series,2020,N/A,02 Jan 2020,Documentary,N/A,N/A,English,United States,tt11390530,6.9,"3,169",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTRhNTUzNTEtOGYxNy00OTNlLTkwMjktNzg0ZjJhYjI0YjY2XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_SX300.jpg
Thieves of the Wood,series,2018–2020,TV-MA,18 Oct 2021,"Adventure, Drama, History",N/A,N/A,Dutch,Belgium,tt5766086,6.8,"2,567",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDUzM2M4MTctMjBlYi00MGEzLTlmZmUtNTM0MGIwOGFkYzI3XkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_SX300.jpg
Siren,movie,2016,Not Rated,02 Dec 2016,"Horror, Mystery, Thriller",Gregg Bishop,"Ben Collins, Luke Piotrowski, David Bruckner",English,United States,tt4667854,5.3,"6,784",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjAwMjU3ODA4OF5BMl5BanBnXkFtZTgwOTkwNTUyMDI@._V1_SX300.jpg
Spinning Out,series,2020,TV-MA,01 Jan 2020,"Drama, Sport",N/A,Samantha Stratton,English,United States,tt9117054,7.6,"13,916",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzc1MjM5ODgtZGNlYy00ZjhjLTk3MGItYTJiZWMwYWNkOWY0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
The Circle,movie,2017,PG-13,28 Apr 2017,"Drama, Sci-Fi, Thriller",James Ponsoldt,"James Ponsoldt, Dave Eggers",English,"United Arab Emirates, United States, France",tt4287320,5.3,"91,039",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjY2OTM2Njc3Ml5BMl5BanBnXkFtZTgwNDgzODU3MTI@._V1_SX300.jpg
Messiah,series,2020,TV-MA,01 Jan 2020,"Drama, Mystery, Thriller",N/A,Michael Petroni,"Arabic, Hebrew, Persian, English",United States,tt7671598,7.6,"42,239",N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2E2NzRmZmYtZmJlOC00NmJmLWE2NzktOGZlYzdjNTM0ZmI4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Possesive,movie,2017,Not Rated,26 Oct 2017,"Comedy, Drama, Romance",Edwin,Ginatri S. Noer,Indonesian,Indonesia,tt7541708,7.4,929,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmY3ZDYxYzMtNTM3OC00Y2M2LTgwMjctNmFmMTZjZmUxZjhiXkEyXkFqcGdeQXVyMjQyMDc0MzQ@._V1_SX300.jpg
Because This Is My First Life,series,2017,N/A,09 Oct 2017,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt7278588,8.1,"4,335",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzIzNjRiMjEtNDg0Ny00NmUxLThkNDctMDYyOTU2ZjBhYTIyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Live Up to Your Name,series,2017,N/A,12 Aug 2017,"Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt7094874,8.0,"1,226",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzYwY2NkZGItYzBmZi00YjI3LWJlMTQtYjE5NWE4Y2RjMzNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Aruna & Her Palate,movie,2018,TV-MA,27 Sep 2018,"Drama, Romance",Edwin,"Laksmi Pamuntjak, Titien Wattimena",Indonesian,"Indonesia, South Korea, Singapore",tt8894180,7.2,759,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTBhNDY5NTItMGNlNS00YWFkLTg3NDMtNDZkZTE0ZGExNzUzXkEyXkFqcGdeQXVyNzY4NDQzNTg@._V1_SX300.jpg
Ghost Stories,movie,2017,Not Rated,20 Apr 2018,"Drama, Horror","Jeremy Dyson, Andy Nyman","Jeremy Dyson, Andy Nyman",English,United Kingdom,tt5516328,6.4,"34,082",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTA4OWQ0NGYtNDgxNC00MzI4LTgzNzktYzAxMDcyMGI3OTFmXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_SX300.jpg
John Wick: Chapter 3 - Parabellum,movie,2019,R,17 May 2019,"Action, Crime, Thriller",Chad Stahelski,"Derek Kolstad, Shay Hatten, Chris Collins","English, Russian, Japanese, Indonesian, Mandarin, Italian, Arabic, Latin",United States,tt6146586,7.4,"324,386",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDg2YzI0ODctYjliMy00NTU0LTkxODYtYTNkNjQwMzVmOTcxXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg
Yanxi Palace: Princess Adventures,series,2019–,N/A,31 Dec 2019,Drama,N/A,N/A,Mandarin,China,tt11399844,5.8,275,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWZkZjQ2ZmYtNmM1MS00ZmMwLTg1OWEtM2ZmNTA0M2Q1MDljXkEyXkFqcGdeQXVyMjU0ODQ5NTA@._V1_SX300.jpg
The Neighbor,movie,2016,Not Rated,16 Sep 2016,"Crime, Horror, Thriller",Marcus Dunstan,"Marcus Dunstan, Patrick Melton",English,United Kingdom,tt3330764,5.8,"7,653",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTlmYWNiZDEtODg2Ny00YmIzLWExMmItNDI0YWEzNDUyYzBkXkEyXkFqcGdeQXVyMTE2NzA0Ng@@._V1_SX300.jpg
Arashi,movie,1956,N/A,24 Oct 1956,Drama,Hiroshi Inagaki,"Ryûzô Kikushima, Tôson Shimazaki",Japanese,Japan,tt0049803,7.6,14,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTI0ZmQwNDEtMTQ5Yy00ZjljLWE0NjgtYWMxZGI5OWFiNmJjXkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_SX300.jpg
Polly Pocket,series,2018–,TV-Y7,01 Jul 2018,"Animation, Adventure, Comedy",N/A,Shea Fontana,English,"Canada, United States, Ireland",tt8673042,5.9,121,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGQzZTZkYmEtNmFiOS00MDE1LTgzN2QtOWU5NzAxNWE0YmE3XkEyXkFqcGdeQXVyOTA1ODU0Mzc@._V1_SX300.jpg
Robot Trains,series,2017–2021,TV-Y7,15 Jul 2017,"Animation, Action, Adventure",N/A,N/A,English,South Korea,tt7216288,6.0,86,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzkyZDY1YjUtZjM1MS00ZTFkLTkzNTgtYTQ3ZDJiNmNiNWIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Rainbow Ruby,series,2016–,TV-Y,23 Apr 2016,"Animation, Comedy, Family",N/A,N/A,Spanish,"South Korea, Canada",tt5828144,6.5,77,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWI2MjVlZWMtNzllOC00MjIyLWE3ZjYtMjk1NjEyYTEzYmUwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
The Disastrous Life of Saiki K.: Reawakened,series,2019–,TV-14,30 Dec 2019,"Animation, Comedy, Fantasy",N/A,N/A,Japanese,Japan,tt11163352,7.9,"1,580",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWM4YjA3NDUtNjAxNi00NTdkLTkyZjEtZmYyOGRkZWViNzhiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Hot Gimmick: Girl Meets Boy,movie,2019,N/A,28 Jun 2019,Drama,Yûki Yamato,"Miki Aihara, Yûki Yamato",Japanese,Japan,tt10061256,4.4,442,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTE1YzljYWUtYTkzNi00N2ZjLTlhZDEtYTY1ZGI0ZDIxMjk2XkEyXkFqcGdeQXVyNjE4OTY3NTg@._V1_SX300.jpg
The Secret Life of Pets 2,movie,2019,PG,07 Jun 2019,"Animation, Adventure, Comedy","Chris Renaud, Jonathan del Val","Brian Lynch, Ken Daurio, Cinco Paul",English,United States,tt5113040,6.5,"60,016",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzdlMWQzZmItMDA5Ny00MGFjLTk0MDAtYjgzMmMyNTEwMzdhXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_SX300.jpg
El Pepe: A Supreme Life,movie,2018,N/A,13 Oct 2019,"Documentary, Biography",Emir Kusturica,N/A,Spanish,"Argentina, Uruguay, Serbia",tt8900434,7.1,"1,862",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjA0MmZhOGItOTMwZi00MTY5LTgwODgtODk0OWU3ZTE4YjhhXkEyXkFqcGdeQXVyODg5NTY3ODc@._V1_SX300.jpg
The Gift,movie,2019,N/A,11 Jan 2019,Romance,Onat Diaz,Keiko Aquino,"Tagalog, Filipino",Philippines,tt9574444,6.6,19,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWI4ZTRmOTgtODVkMy00MTc2LTgzZTgtNTZmNTI1OWU0Zjg0XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg
Blitzpatrollie,movie,2013,N/A,10 May 2013,"Action, Comedy, Crime",Andrew Wessels,Kagiso Lediga,"English, Afrikaans, Zulu",South Africa,tt2336284,5.4,149,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjA2MjI3NzgyMV5BMl5BanBnXkFtZTcwNjU3MDE4OQ@@._V1_SX300.jpg
The App,movie,2019,N/A,26 Dec 2019,"Drama, Sci-Fi, Thriller",Elisa Fuksas,"Elisa Fuksas, Lucio Pellegrini","Italian, English",Italy,tt11385066,2.7,"1,334",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjZhY2UwZWUtYjhiNS00YzhmLWFjMmUtODlmMzU0MDc1OGZmXkEyXkFqcGdeQXVyMTY5OTQzNzY@._V1_SX300.jpg
The Bonfire of Destiny,series,2019,TV-MA,26 Dec 2019,"Drama, History",N/A,"Catherine Ramberg, Karin Spreuzkouski",French,France,tt9050352,7.6,"4,487",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTg2MGY0YjMtODE1YS00NjZiLWE4MjQtOTA5MWM3YjhhYWY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg
Dolly Parton: Here I Am,movie,2019,TV-14,12 Apr 2020,"Documentary, Music",Francis Whately,N/A,English,UK,tt11497544,7.3,"1,139",N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2ViZjVhYzUtODI5ZS00NmNiLWExMWItOTgxNTQ4NmExMzYxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Como Caído Del Cielo,movie,2019,TV-14,24 Dec 2019,"Comedy, Drama, Musical",José Pepe Bojórquez,"José Pepe Bojórquez, Alfredo Felix-Diaz",Spanish,Mexico,tt10946934,6.5,"1,413",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTQxMmYzZjktOTc4OS00NWIzLWE2N2QtZmVmOWVmNzJiOWMxXkEyXkFqcGdeQXVyNzU2MDA1MA@@._V1_SX300.jpg
The Mire,series,2018–,TV-MA,25 Mar 2020,"Crime, Drama, Thriller",N/A,N/A,Polish,Poland,tt8855592,7.0,"4,313",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDMxMDExNWEtMjE0YS00YWMwLThiOTAtMTJjZjUxM2M2NWI4XkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_SX300.jpg
Back of the Net,movie,2019,Unrated,21 Dec 2019,"Comedy, Family",Louise Alston,"Casie Tabanou, Alison Spuck McNeeley, Clay Glen",English,Australia,tt8211214,5.1,685,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDgwNTZiZDQtZjUxYi00NDBjLWEzZjgtMTQ2ZThmZDY4YmE1XkEyXkFqcGdeQXVyNDY1NTI0OA@@._V1_SX300.jpg
Pet Sematary,movie,2019,R,05 Apr 2019,"Horror, Mystery, Thriller","Kevin Kölsch, Dennis Widmyer","Stephen King, Matt Greenberg, Jeff Buhler",English,"United States, Canada",tt0837563,5.7,"90,777",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTgxMGQwM2UtZTAxNi00M2JhLTk4ZTgtZmFlODI0NmI3ZDViXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
The Two Popes,movie,2019,PG-13,20 Dec 2019,"Biography, Comedy, Drama",Fernando Meirelles,Anthony McCarten,"English, Spanish, Italian, Latin, Portuguese, French, German","United Kingdom, Italy, United States",tt8404614,7.6,"120,853",N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2RiOTc1YmYtMDk0Yy00ZWI4LTgzN2YtYTg2ZDZmOGIwNTA1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
The Witcher,series,2019–,TV-MA,20 Dec 2019,"Action, Adventure, Drama",Tomek Baginski,Lauren Schmidt,English,"Poland, United States, Hungary",tt5180504,8.2,"464,485",N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2FiOWU4YzYtMzZiOS00MzcyLTlkOGEtOTgwZmEwMzAxMzA3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
Twice Upon a Time,movie,1983,PG,05 Aug 1983,"Animation, Action, Adventure","John Korty, Charles Swenson","John Korty, Bill Couturié, Suella Kennedy",English,United States,tt0086489,6.9,"1,182",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTIyZDhiMjAtMGNmNS00NjVkLTgwZjUtMDkzZjEyYjE5ODg4XkEyXkFqcGdeQXVyNDcwMzkyMTU@._V1_SX300.jpg
After the Raid,movie,2019,N/A,19 Dec 2019,"Documentary, Short",Rodrigo Reyes,Rodrigo Reyes,English,"United States, Mexico",tt11324024,4.4,116,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzBlNGI1ZjEtYjljMC00ZThhLWJmNzktMTViZWZmZDRjNzNjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Don't F**k with Cats: Hunting an Internet Killer,series,2019,TV-MA,18 Dec 2019,"Documentary, Crime",N/A,N/A,English,"United Kingdom, United States",tt11318602,8.0,"49,897",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGU2OGJkZTItYmRmNi00YTI2LWFkNzEtNjY2MGZiZTRhMzRkXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_SX300.jpg
The Trial,series,2019–,TV-MA,29 Nov 2019,"Crime, Thriller",N/A,Alessandro Fabbri,Italian,Italy,tt10549212,7.2,"3,015",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWM1NDYyNTAtYTczYS00YjJiLTk2NjctYjg3NmI1NTIyZTc2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Game,movie,2011,Not Rated,01 Apr 2011,"Action, Crime, Drama",Abhinay Deo,"Althea Kaushal, Farhan Akhtar","Hindi, English",India,tt1772872,5.2,"2,323",Eros International,N/A,https://m.media-amazon.com/images/M/MV5BY2E1NmIyNmEtOTFhZS00MjM0LWJkM2UtYzc2NWNlMjM5ZGNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Honeymoon Travels Pvt. Ltd.,movie,2007,Not Rated,23 Feb 2007,"Comedy, Drama, Romance",Reema Kagti,"Reema Kagti, Anurag Kashyap","Hindi, English, Bengali, Urdu, Bhojpuri",India,tt0808306,6.1,"2,608",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWFhOGRjMGQtMTgyMC00ZjA3LTliYmYtZjBiMDA2YjhlYmM4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
Holy Expectations,movie,2019,N/A,05 Sep 2019,Comedy,Fernando Ayllón,"Fernando Ayllón, Ángel Ayllón",N/A,N/A,tt10945950,4.6,26,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjhhYzM3MGUtNmU3NS00NDY0LWJlNDItNTcxNDAwZjBkYmJlXkEyXkFqcGdeQXVyMzM0NTc2MTE@._V1_SX300.jpg
Dil Chahta Hai,movie,2001,Not Rated,10 Aug 2001,"Comedy, Drama, Romance",Farhan Akhtar,"Kassim Jagmagia, Farhan Akhtar, Karan Vishwanath Kashyap",Hindi,India,tt0292490,8.1,"71,068",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjRjMTYwMTYtMmRkNi00MmVkLWE0MjQtNmM3YjI0NWFhZDNmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Dil Dhadakne Do,movie,2015,Not Rated,05 Jun 2015,"Comedy, Drama, Romance",Zoya Akhtar,"Zoya Akhtar, Reema Kagti, Javed Akhtar",Hindi,India,tt4110568,7.0,"17,276",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWMzODAxMDAtMTk1Yi00NjBjLTgyOWYtNjYyNjYxZDg1NGU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTM3NDI3MzQ@._V1_SX300.jpg
Don,movie,2006,Not Rated,20 Oct 2006,"Action, Crime, Thriller",Farhan Akhtar,"Salim Khan, Javed Akhtar, Farhan Akhtar",Hindi,India,tt0461936,7.1,"36,781",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzAyMWE0MjgtMDVjNS00ZDMyLWE4NjQtNWU2ZDgyYTlmMjdjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
Bangistan,movie,2015,Not Rated,07 Aug 2015,"Comedy, Drama",Karan Anshuman,"Puneet Krishna, Sumit Purohit, Karan Anshuman",Hindi,India,tt3422462,4.5,"1,270",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzMwYmZjZWUtNjQxMi00NzhjLTgxZTUtNjA5OGQ0ZjQzNzc5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
