title,type,year,rated,released,genre,director,writer,language,country,imdb_id,imdb_rating,imdb_votes,production,website,poster
Shimajiro and the Rainbow Oasis,movie,2018,N/A,04 Feb 2018,"Animation, Action, Adventure",Isamu Hirabayashi,"Isamu Hirabayashi (screenplay), Han Joon-Young (character), SukYoung Nam (character)","English, Korean","South Korea, Japan, Hong Kong, USA",tt7041662,6.9,10,N/A,N/A,https://ia.media-imdb.com/images/M/MV5BMDEyNTQzMWUtNzdiMi00OTdjLThhMGMtYzZjZTc4OTI4ZmVkXkEyXkFqcGdeQXVyNTAyMjE2Njc@._V1_SX300.jpg
Nam-gwa yeo,movie,2016,Not Rated,25 Feb 2016,Drama,Yoon-ki Lee,"Shin Eun-Young, Yoon-ki Lee",Korean,South Korea,tt5700648,6.8,"1,177",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTFjOWE5YjUtMGJkOC00N2ZmLWIzMmYtMjM1ZjkzZDFiODQxXkEyXkFqcGdeQXVyNjU3MzA0NjE@._V1_SX300.jpg
Doraemon: Nobita's Secret Gadget Museum,movie,2013,N/A,09 Mar 2013,"Animation, Action, Adventure, Comedy, Crime, Family, Fantasy, Mystery, Sci-Fi, Thriller",Yukiyo Teramoto,"Fujio F. Fujiko (manga), Higashi Shimizu (screenplay), Higashi Shimizu, Ui Seok Cho (based on an original story by: Story)","Korean, Hindi, Japanese, Spanish, Catalan, Basque","Japan, South Korea",tt2768084,6.8,561,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDQ0NThkNjEtNWM5My00ODQxLThlOWYtMmViZjAyMjg1NzcwXkEyXkFqcGdeQXVyNjYwNTkzMjU@._V1_SX300.jpg
YooHoo to the Rescue,series,2019–,TV-Y,15 Mar 2019,Family,N/A,N/A,N/A,South Korea,tt9817288,6.8,40,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTNiNjc1YjYtOGJlNC00NjY3LWI5MGEtMDAyMmM2MmFhMTM4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Revolutionary Love,series,2017,N/A,14 Oct 2017,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt7340800,7.0,446,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDE1MTVlMTEtZDVmZC00YjY5LTljN2ItNDUwNzQxMmUyY2FiXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Hotel Transylvania 2,movie,2015,PG,25 Sep 2015,"Animation, Comedy, Family, Fantasy",Genndy Tartakovsky,"Robert Smigel, Adam Sandler, Todd Durham (based on characters created by)",English,"USA, Canada, South Korea",tt2510894,6.7,"108,146",Sony Pictures Animation,N/A,https://m.media-amazon.com/images/M/MV5BNThkYmNmYzAtOGI2Ny00ODI4LTgwY2MtZmY3YWMxYTUyYjVjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
Orange Marmalade,series,2015,N/A,15 May 2015,"Fantasy, Romance",N/A,N/A,Korean,South Korea,tt4612952,6.4,438,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTZhYzM0ZTQtOWQxMS00MTZkLWFkMzgtOGIwODcxMGFiNzQwXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Chronicle of a Blood Merchant,movie,2015,N/A,15 Jan 2015,Drama,Jung-woo Ha,"Jung-woo Ha (screenplay), Hua Yu (novel)",Korean,South Korea,tt3797004,6.8,484,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWZlNGFhOTMtMWQwYi00NzFiLWEwYTgtNzkzNDM3ODgwNzlhXkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_SX300.jpg
Coin Locker Girl,movie,2015,N/A,29 Apr 2015,"Crime, Drama, Thriller",Jun-hee Han,Jun-hee Han,Korean,South Korea,tt4647788,6.8,"1,606",CJ Entertainment,N/A,https://m.media-amazon.com/images/M/MV5BMzdhZDA1ZTMtYjdhNy00MGRiLTkxMGEtYzlhYzlkYTQzOTFmXkEyXkFqcGdeQXVyNjUxMDU4NjM@._V1_SX300.jpg
Skylanders Academy,series,2016–2018,TV-Y7,28 Oct 2016,"Animation, Short, Action, Adventure, Comedy, Family, Fantasy",N/A,Eric Rogers,"English, Spanish, German, French, Mandarin, Korean","South Korea, USA",tt5916218,6.6,587,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGJlZGQ3NjItNDQxOC00MGU4LWFiYjYtMjIyZTFjMmM4NzZjXkEyXkFqcGdeQXVyNjk1MTc0MDg@._V1_SX300.jpg
Pandora,movie,2016,Not Rated,17 Mar 2017,"Action, Drama, Thriller",Jong-woo Park,Jung-Woo Park,Korean,South Korea,tt6302160,6.7,"5,910",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmExNmZiZTYtYmY2My00YmRhLThjZWYtOGM4ODIwNDZhNDZhL2ltYWdlXkEyXkFqcGdeQXVyNzE5MDMyMzk@._V1_SX300.jpg
Doraemon: Nobita and the Space Heroes,movie,2015,N/A,07 Mar 2015,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Yoshihiro Osugi,"Fujio F. Fujiko (comic book and characters), Higashi Shimizu","Japanese, Korean, Italian, Hindi","Japan, South Korea",tt4788602,6.5,459,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTg0NjE0NTQtZTBlYS00OGI4LWE1NTgtYTY4ZmRlZThkYjEzXkEyXkFqcGdeQXVyNjUxODQxNzQ@._V1_SX300.jpg
Warm and Cozy,series,2015,N/A,13 May 2015,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt4686292,6.7,268,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTRlZWY0MWYtMDUwMy00MGY3LWIyMDktYzZkOWU1ZWFkYzI3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Persona,series,2019,N/A,05 Apr 2019,Drama,N/A,N/A,"Korean, English",South Korea,tt10027990,6.7,844,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGNiZGNiOTgtZDRkOC00MWZlLTllYjUtMDU5YmY5MzFiZDRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Radio Romance,series,2018,N/A,29 Jan 2018,Romance,N/A,N/A,Korean,South Korea,tt7817942,6.6,667,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzU5NGUwODItNDkyZS00YzNjLWE0OWItOTAyOTQ4MzQwMmVjXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The Swindlers,movie,2017,Not Rated,01 Dec 2017,"Action, Crime, Thriller",Chang Won Jang,Chang Won Jang,"Korean, Chinese",South Korea,tt7243686,6.6,"1,593",Showbox Entertainment,N/A,https://m.media-amazon.com/images/M/MV5BMWVmNTgxMmYtMjcxNS00ZTk0LTlhMzMtZTM4YmVhN2RjYTI2XkEyXkFqcGdeQXVyNTUxNTI3MzY@._V1_SX300.jpg
Robocar Poli,series,2011–,TV-Y,N/A,"Animation, Adventure, Comedy, Family, Fantasy",N/A,N/A,Korean,South Korea,tt4763642,6.5,77,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmEzOTc2NWUtYjJiMy00Mzc5LTkxYTctMmZlMzg2Y2MxNDA4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Genomu hazâdo: Aru tensai kagakusha no 5-kakan,movie,2013,PG-13,24 Jan 2014,"Drama, Thriller",Seong-soo Kim,"Shirô Tsukasaki (based on the novel by), Seong-soo Kim (screenplay)",Japanese,"South Korea, Japan",tt3230608,6.5,295,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWI0YTg1NjItYTliOS00MDg1LTkzMTctMjRkMGY2ZTM1M2NmXkEyXkFqcGdeQXVyNjE3MDQxNjY@._V1_SX300.jpg
Curious George,movie,2006,G,10 Feb 2006,"Animation, Adventure, Comedy, Family",Matthew O'Callaghan,"Ken Kaufman (screenplay), Ken Kaufman (story), Mike Werb (story), Margret Rey (books), H.A. Rey (books)",English,"USA, Germany, Taiwan, France, Canada, South Korea, UK, Philippines",tt0381971,6.5,"15,567",Universal Pictures,N/A,https://m.media-amazon.com/images/M/MV5BODIxNzYxNDEzNl5BMl5BanBnXkFtZTgwMjA1NTM2MTI@._V1_SX300.jpg
Familyhood,movie,2016,N/A,29 Jun 2016,"Comedy, Drama",Tae-gon Kim,"Go-Woon Jeon, Tae-gon Kim, Dong-Sun Shin",Korean,South Korea,tt6299228,6.4,210,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWIxN2U2NzgtMjM3Ni00MzE2LWJiMWItOGQwZDNjNTMyNWM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDcyMjQ4MzU@._V1_SX300.jpg
The Poet and the Boy,movie,2017,N/A,14 Sep 2017,Drama,Yang-hee Kim,N/A,Korean,South Korea,tt7297962,6.3,113,N/A,N/A,https://m.media-amazon.com/images/M/MV5BODhhMWJkM2EtYzdmZi00ZTBlLThlNmUtMTY3M2NhM2Q2MDVjXkEyXkFqcGdeQXVyNjY0MTgwOQ@@._V1_SX300.jpg
Rich Man,series,2018–,N/A,09 May 2018,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt8178468,6.7,403,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTc2ZWVlODctYWQyYS00YzRhLWI5MWMtNTUzOTYwYWM1OTQ1XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Like a Dragon,movie,2007,Not Rated,23 Feb 2010,"Action, Crime, Drama",Takashi Miike,"Masashi Sogo, Seiji Togawa","Japanese, Korean","Japan, South Korea",tt0991243,6.2,"1,412","Media Blasters, Sega Corporation",N/A,https://m.media-amazon.com/images/M/MV5BMzQwNjMyMzctODg5Ni00YTJkLTg0NTQtZWI4MDcxYzY3MTRiL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
My Dictator,movie,2014,N/A,30 Oct 2014,Drama,Hae-jun Lee,"Hae-jun Lee, Hyun-chul Park",Korean,South Korea,tt4200904,6.2,104,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTJhZDk3YjEtZTFjMC00YjY3LTlhZTYtZDU3YjEwM2Q2ZTkyXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
26 Years,movie,2012,N/A,29 Nov 2012,"Drama, Thriller",Geun-hyun Cho,"Pool Kang (comic book), Hae-Young Lee",Korean,South Korea,tt2551894,6.3,929,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzJkMzk5N2ItZDcwNS00OGE5LWFlMGQtNGU5MjgwOGI0MTZiXkEyXkFqcGdeQXVyOTExODQ3OQ@@._V1_SX300.jpg
Hotel Transylvania 3: Summer Vacation,movie,2018,PG,13 Jul 2018,"Animation, Adventure, Comedy, Family, Fantasy",Genndy Tartakovsky,"Genndy Tartakovsky, Michael McCullers","English, Spanish, German, Russian","USA, South Korea, Canada",tt5220122,6.3,"58,293",Sony Pictures Animation,N/A,https://m.media-amazon.com/images/M/MV5BNjA1MzU5MTY3OF5BMl5BanBnXkFtZTgwNTU5MDA3NTM@._V1_SX300.jpg
The Witness,movie,2018,N/A,15 Aug 2018,"Crime, Thriller",Kyu-Jang Cho,"Jo Kyu-Jang, Young-jong Lee",Korean,South Korea,tt8865562,6.5,"1,476",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWI4ZGRmZGUtOWFiZS00MWM0LWE1ZWQtMDVmYzg3YTZkYzI0XkEyXkFqcGdeQXVyNDcyMjQ4MzU@._V1_SX300.jpg
Manhole: Feel So Good,series,2017,N/A,09 Aug 2017,"Comedy, Drama, Fantasy",N/A,N/A,Korean,South Korea,tt7094904,6.2,100,N/A,N/A,https://m.media-amazon.com/images/M/MV5BODk2Mzc0ODAtOWIyMi00NzM5LTk0NmMtNDJmMDMwNzVkZjVkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Start-Up,movie,2019,N/A,18 Dec 2019,"Action, Comedy, Drama",Jeong-Yeol Choi,"Jeong-Yeol Choi, Geum-San Jo",Korean,South Korea,tt11454170,6.3,421,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTI1YjUwZmMtYTRmZS00MmNiLWFiZjEtYTcwMmVjNzQ5NWE5XkEyXkFqcGdeQXVyMjU0ODQ5NTA@._V1_SX300.jpg
The SpongeBob Movie: Sponge on the Run,movie,2020,PG,04 Mar 2021,"Animation, Adventure, Comedy, Family",Tim Hill,"Tim Hill (screenplay by), Tim Hill (story by), Jonathan Aibel (story by), Glenn Berger (story by), Stephen Hillenburg (based on: the television series ""SpongeBob SquarePants"",  created by)","English, Spanish","USA, South Korea, Mexico, Japan, Spain",tt4823776,6.0,"10,485","Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios",N/A,https://m.media-amazon.com/images/M/MV5BOGYxYzZkMWQtNjJkMy00NTlkLWExNWMtOTNhMTg4MDcxNmU3XkEyXkFqcGdeQXVyMDk5Mzc5MQ@@._V1_SX300.jpg
Super Wings!,series,2015–,TV-Y,16 Mar 2015,"Animation, Adventure, Family, Sci-Fi",N/A,Gil Hoon Jung,"English, Korean, Chinese","USA, South Korea, China",tt3600266,6.0,244,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDU0YWQ0NmYtZTRmOC00ZDA3LTgyYTYtMzg4OGYxZGZjNmY2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Colossal,movie,2016,R,21 Apr 2017,"Action, Comedy, Drama, Fantasy, Sci-Fi, Thriller",Nacho Vigalondo,Nacho Vigalondo,"English, Korean","Canada, USA, Spain, South Korea",tt4680182,6.2,"59,188",Brightlight Pictures,N/A,https://m.media-amazon.com/images/M/MV5BMTY2NTExOTA2MF5BMl5BanBnXkFtZTgwNTMwMjE2MTI@._V1_SX300.jpg
Clean with Passion for Now,series,2018–2019,N/A,26 Nov 2018,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt7981562,6.6,792,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzA2NTU4MmMtYzVlZi00OTUyLWExMzgtYzU3ODdkOTliMTZmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Jo Pil-ho: The Dawning Rage,movie,2019,Not Rated,21 Mar 2019,"Action, Crime, Drama, Thriller",Jeong-beom Lee,Jeong-beom Lee,Korean,South Korea,tt7738048,6.3,"1,403",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTIxOTYyY2MtMDI0Yy00MDllLWE2ZTEtZjNkZTczOTAyOGQ3XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Svaha: The Sixth Finger,movie,2019,Not Rated,20 Feb 2019,"Horror, Mystery, Thriller",Jae-hyun Jang,"Kang Full (character created by: Svaha: The Sixth Finger), Jae-hyun Jang","Korean, English",South Korea,tt7299298,6.3,"2,902",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjU2ZmRhN2MtYTc3Ny00OTc5LWIyOTAtNGQ3ZmFlZGEyOGNmXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Flowering Heart,series,2016–,TV-Y7,29 Feb 2016,"Animation, Horror",N/A,Jong Il Choi,Korean,South Korea,tt9899342,7.2,26,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjEyODJiMjUtN2NhYS00MzJkLTljM2EtZjJjMmI2MjFlOTU0XkEyXkFqcGdeQXVyOTY0MDUzMDg@._V1_SX300.jpg
Robot Trains,series,2017–2020,TV-Y7,15 Jul 2017,"Animation, Action, Adventure, Comedy, Fantasy, Sci-Fi",N/A,N/A,English,South Korea,tt7216288,5.9,52,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzkyZDY1YjUtZjM1MS00ZTFkLTkzNTgtYTQ3ZDJiNmNiNWIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
The School Nurse Files,series,2020–,TV-MA,25 Sep 2020,"Comedy, Drama, Fantasy",N/A,N/A,Korean,South Korea,tt12879522,6.5,759,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjJhODM2YWYtYTM3Yi00OTFhLWEwZWMtOGEwZDY1MjE3YTg0XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
The Treacherous,movie,2015,N/A,21 May 2015,"Crime, Drama, History, Thriller",Kyu-dong Min,"Yoon-Seong Lee, Kyu-dong Min",Korean,South Korea,tt4844288,6.1,"1,176",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNWY5OWUxNGItMDU5Mi00MjZjLWFlZTctOTU4ODY4YzljYzc0XkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SX300.jpg
The Concubine,movie,2012,Unrated,06 Jun 2012,"Drama, History, Romance",Dae-seung Kim,"Yoon-Jung Hwang, Dae-seung Kim, Mi-jung Kim, Soo-Mi Kim (adaptation)",Korean,South Korea,tt2544120,6.1,"1,622",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzczODBlNmQtNjJmYS00Y2Y3LWEwMTEtYWE2ODBkNjYxNDM0XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
Obsessed,movie,2014,N/A,14 May 2014,Drama,Dae-woo Kim,"Tae-Kyung Oh (screenplay), Dae-woo Kim (screenplay)",Korean,South Korea,tt3303730,6.1,"1,161",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTdjZTZiOWYtYWY3Yi00NjcwLWJlNzYtYjUwYTZhOGJjYmQ1XkEyXkFqcGdeQXVyNjQ3NjUzMzA@._V1_SX300.jpg
Lucid Dream,movie,2017,N/A,02 Jun 2017,"Sci-Fi, Thriller",Joon-Sung Kim,Joon-Sung Kim,Korean,South Korea,tt6830780,6.1,"2,958",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTQ5MDRlNmEtMzc2Ny00YTk0LWExNmUtYzNkMjc0NWFkMDFkXkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_SX300.jpg
Seoul Station,movie,2016,N/A,17 Aug 2016,"Animation, Action, Horror, Sci-Fi, Thriller",Sang-ho Yeon,Sang-ho Yeon,Korean,South Korea,tt3845670,6.1,"5,250","Finecut, Studio Dadashow",N/A,https://m.media-amazon.com/images/M/MV5BMTM3ZGNhYmMtYzFkYi00MDM4LWJjNjktM2U3NmY0N2I3MjI2XkEyXkFqcGdeQXVyNjU3MzA0NjE@._V1_SX300.jpg
The Drug King,movie,2018,Not Rated,19 Dec 2018,"Action, Crime, Drama",Min-ho Woo,Min-ho Woo,"Korean, Japanese",South Korea,tt6914542,6.2,"2,320",Showbox/Mediaplex,N/A,https://m.media-amazon.com/images/M/MV5BMDUxNzI0OGYtZjUwOC00ZWY0LWFjZTEtN2Q0ZGE3ZjgzZWJmXkEyXkFqcGdeQXVyNjM0NDA5NDg@._V1_SX300.jpg
Rainbow Ruby,series,2016–,TV-Y,23 Apr 2016,"Animation, Comedy, Family, Fantasy",N/A,N/A,N/A,"South Korea, Canada, USA, China",tt5828144,6.5,52,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWI2MjVlZWMtNzllOC00MjIyLWE3ZjYtMjk1NjEyYTEzYmUwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Time to Hunt,movie,2020,TV-MA,10 Apr 2020,"Action, Crime, Drama, Sci-Fi, Thriller",Sung-hyun Yoon,Sung-hyun Yoon,Korean,South Korea,tt11777040,6.3,"3,798",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmIzYzUyZTktODVlYy00ZTdjLWFkYzEtNTMyZTY3MWVhNzQ0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
The SpongeBob Movie: Sponge Out of Water,movie,2015,PG,06 Feb 2015,"Animation, Action, Adventure, Comedy, Family, Fantasy","Paul Tibbitt, Mike Mitchell","Jonathan Aibel (screenplay by), Glenn Berger (screenplay by), Stephen Hillenburg (story by), Paul Tibbitt (story by), Stephen Hillenburg (based on: the series ""SpongeBob SquarePants"",  created by), Vincent Waller (creative supervision)",English,"USA, South Korea, Australia, Spain",tt2279373,6.0,"49,589","United Plankton Pictures, Disruption Entertainment",N/A,https://m.media-amazon.com/images/M/MV5BMjYyNDczNTE0MF5BMl5BanBnXkFtZTgwNjkzNDYxMzE@._V1_SX300.jpg
Inrang,movie,2018,TV-MA,25 Jul 2018,"Action, Sci-Fi","Jee-woon Kim, Jee-woon Kim","Jee-woon Kim, Mamoru Oshii (original story)",Korean,South Korea,tt3967878,6.0,"4,101",Lewis Pictures,N/A,https://m.media-amazon.com/images/M/MV5BMWI3ZjJmZWMtMDM2Yi00Mjg2LTg2NTktOWY2ZTc5ZDFiNzdjXkEyXkFqcGdeQXVyNzQzNDM3NTI@._V1_SX300.jpg
Scarlet Innocence,movie,2014,N/A,02 Oct 2014,"Drama, Romance, Thriller",Pil-sung Yim,"Yoon-Mi Jang, Pil-sung Yim",Korean,South Korea,tt3958014,6.0,860,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTkwNjk5MzEwM15BMl5BanBnXkFtZTgwMDQ4MDQ1MzE@._V1_SX300.jpg
Yeom-lyeok,movie,2018,Not Rated,25 Apr 2018,"Action, Comedy, Fantasy",Sang-ho Yeon,Sang-ho Yeon,Korean,South Korea,tt6890582,5.9,"4,751",RedPeter Film,N/A,https://m.media-amazon.com/images/M/MV5BY2E0MDk1NDktZmI1ZC00ZDU2LTk2MTEtY2E3NjBmODA4YmU3XkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_SX300.jpg
My Golden Life,series,2017–,N/A,02 Sep 2017,"Drama, Romance",N/A,N/A,Korean,South Korea,tt7278550,6.0,191,N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2FiOWZiNGYtMWQxOC00NWQ0LThkMjctMGFjMTAxZDYyNWVmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
H,movie,2002,R,27 Dec 2002,"Drama, Mystery, Thriller",Jong-Hyuk Lee,Jong-Hyuk Lee,Korean,South Korea,tt0304120,5.9,"1,724",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTY3NjQwNDMwNV5BMl5BanBnXkFtZTcwNjE3ODgyMQ@@._V1_SX300.jpg
A Man Called God,series,2010,N/A,06 Mar 2010,Romance,N/A,N/A,Korean,South Korea,tt2060590,6.0,155,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzQxYjlhZWEtNzUzMy00NjdlLWEyNWItMDRiOWNhNThmNzlhXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Revenger,movie,2018,Not Rated,15 Jan 2019,"Action, Crime, Thriller",Seung-Won Lee,Bruce Khan,"Korean, English",South Korea,tt9426186,5.7,"3,659",N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2I2ZGQwNjctYTA2Yi00ZGVhLWI5ZDgtZmQzNWIzMDNjYzRmXkEyXkFqcGdeQXVyNTg4ODkzODA@._V1_SX300.jpg
Goedam,series,2020–,TV-MA,20 Aug 2020,"Short, Horror, Mystery, Thriller",N/A,N/A,Korean,South Korea,tt12929796,5.7,553,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjY4MjBiMTktMjVlNC00ODUxLWE5MjItYjBmYjVmNDBmZjYyXkEyXkFqcGdeQXVyMDY2OTkwNQ@@._V1_SX300.jpg
Tidal Wave,movie,2009,R,22 Jul 2009,"Action, Drama",JK Youn,JK Youn,"Korean, English",South Korea,tt1153040,5.6,"3,985",CJ Entertainment,N/A,https://m.media-amazon.com/images/M/MV5BODA1MTE2OTIyM15BMl5BanBnXkFtZTgwMTA1MTE0MjE@._V1_SX300.jpg
"Tayo, the Little Bus",series,2010–,N/A,N/A,Animation,N/A,N/A,"Indonesian, Korean, English",South Korea,tt3270208,5.6,124,N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2M3N2QyNjYtZTg4OS00ODkxLWJjOGYtMzlhZTdmMDkyNGJkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg
"Tayo, the Little Bus",series,2010–,N/A,N/A,Animation,N/A,N/A,"Indonesian, Korean, English",South Korea,tt3270208,5.6,124,N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2M3N2QyNjYtZTg4OS00ODkxLWJjOGYtMzlhZTdmMDkyNGJkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg
High Society,movie,2018,N/A,29 Aug 2018,Drama,Hyuk Byun,Hyuk Byun,Korean,South Korea,tt8865580,5.4,659,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjJhMzlmNTgtOTMyYS00ZGE1LThjYTktNWEwZjYzN2IwZjQyXkEyXkFqcGdeQXVyNDcyMjQ4MzU@._V1_SX300.jpg
The Larva Island Movie,movie,2020,N/A,23 Jul 2020,Animation,Byoung-Wook Ahn,N/A,English,South Korea,tt12588448,5.1,439,N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2RmMGExZmYtZmIxNS00MWVkLThiMjAtMGI2YjE0MTNiZWE2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Gekijouban Shimajirou no wao!: Shimajirou to ookina ki,movie,2015,N/A,13 Mar 2015,"Animation, Adventure",Jazz Boon,N/A,"Japanese, Korean","Japan, Hong Kong, South Korea, China",tt4794852,N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWU4ODg4ODgtNmFlNC00ZGQ1LWE0OTAtN2FhNjhjMjJjMGJiXkEyXkFqcGdeQXVyNzIyODc3NTE@._V1_SX300.jpg
Gekijouban Shimajirou no wao!: Shimajirou to ookina ki,movie,2015,N/A,13 Mar 2015,"Animation, Adventure",Jazz Boon,N/A,"Japanese, Korean","Japan, Hong Kong, South Korea, China",tt4794852,N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWU4ODg4ODgtNmFlNC00ZGQ1LWE0OTAtN2FhNjhjMjJjMGJiXkEyXkFqcGdeQXVyNzIyODc3NTE@._V1_SX300.jpg
Cheonsangui hwawon,series,2011–2012,N/A,N/A,Drama,N/A,N/A,Korean,South Korea,tt3113612,8.6,57,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOGUzMTg4ZmUtMWVhYi00MTYxLWIzZTYtYWQ2MjVjYWVhOTIzXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The Shimajiro Movie: Shimajiro in Bookland,movie,2016,N/A,19 Apr 2017,"Animation, Family","Jazz Boon, Isamu Hirabayashi, Gil Hoon Jung","Takashi Yamada (screenplay), Minkyu Lee, Soo-Hyun Kim (based on original comics created by DC Digital Content Comics), Yoon Je-Hwan (screenplay)","Japanese, Korean","Japan, South Korea, China, Hong Kong",tt5185564,7.1,11,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTg2MjY3OTAtYjRiNy00N2RiLTllZmQtYzY1MWVlNDNkNDE5XkEyXkFqcGdeQXVyNzA2OTMxMjA@._V1_SX300.jpg
Park Na-rae: Glamour Warning,movie,2019,N/A,16 Oct 2019,Comedy,Kim Joo-Hyung,N/A,N/A,Korea,tt10927068,4.9,52,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWQ1YmZlNTAtMGMxMS00NmE3LWEzZDItZDdjMWNhMThkNGYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
